Date,User,Tweet
2014-04-17 06:25:27+00:00,shivpalsinghyad,"उत्त्तर प्रदेश के मंत्री शिवपाल सिंह यादव दिनांक 18-अप्रैल-2014 को ग्राम तुरैया, वि०स० जसवंत नगर, लोक सभा मैनपुरी... http://t.co/A37GUIVmHi"
2014-04-17 05:15:04+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/nkw6vE3QN4
2014-04-16 11:18:02+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/GkVCy2cMWD
2014-04-16 09:17:48+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/SYxrybOuzg
2014-04-16 06:51:23+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/BroKLiA5lc
2014-04-16 04:50:35+00:00,shivpalsinghyad,"बढ़पुरा जनसभा-
----------------
15-अप्रैल-2014 को बढ़पुरा, इटावा में में आयोजित जनसभा को सम्बोधित करते हुए मंत्री... http://t.co/eEsDs7ewOG"
2014-04-15 13:46:29+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""जनसभा कौशाम्बी-"" http://t.co/4dqP4dzemB"
2014-04-15 12:23:55+00:00,shivpalsinghyad,लोक सभा प्रत्याशी मा० मुलायम सिंह यादव (राष्ट्रीय अध्यक्ष - स०पा०) समर्थन में जन सभा http://t.co/xvMP6Fa0Jd
2014-04-15 10:25:25+00:00,shivpalsinghyad,लोक सभा प्रत्याशी 'श्री नीरज शेखर' समर्थन में जन सभा http://t.co/hsDqqxHO9M
2014-04-15 08:18:26+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/uiOWD2IiD2
2014-04-15 08:17:03+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/s1oL4QuazO
2014-04-15 05:31:20+00:00,shivpalsinghyad,लोक सभा प्रत्याशी 'श्री राधेश्याम सिंह' समर्थन में जन सभा http://t.co/KRKXXkmRqb
2014-04-15 04:49:02+00:00,shivpalsinghyad,लोक सभा प्रत्याशी 'श्री बालेश्वर यादव' समर्थन में जन सभा http://t.co/oqjJWrxXvC
2014-04-14 13:50:16+00:00,shivpalsinghyad,"I posted 10 photos on Facebook in the album ""जनसभा जालौन-"" http://t.co/80z1DNfpuY"
2014-04-14 12:34:34+00:00,shivpalsinghyad,लोक सभा प्रत्याशी 'श्री प्रेमदास कठेरिया' के समर्थन में जन सभा http://t.co/aC8MJYhUTe
2014-04-14 10:31:27+00:00,shivpalsinghyad,लोक सभा प्रत्याशी 'श्री घनश्याम अनुरागी' के समर्थन में जन सभा http://t.co/J9AMJrUFf5
2014-04-14 08:25:26+00:00,shivpalsinghyad,"सौरिख कन्नौज जनसभा-
-------------------------

मंत्री शिवपाल सिंह यादव जी ने 14-अप्रैल-2014 को कन्नौज से लोकसभा... http://t.co/HSSMoxPmNq"
2014-04-14 07:31:54+00:00,shivpalsinghyad,लोक सभा प्रत्याशी 'श्री प्रेमदास कठेरिया' के समर्थन में जन सभा http://t.co/fYK6VzrGUA
2014-04-14 06:26:59+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""जनसभा जसवन्तनगर-"" http://t.co/Ela2TRZJDD"
2014-04-14 05:10:48+00:00,shivpalsinghyad,भारतीय संविधान के मुख्य वास्तुकार डा० भीमराव अम्बेडकर की जयंती पर नमन | http://t.co/WDRIgVO1N4
2014-04-14 05:07:45+00:00,shivpalsinghyad,भारतीय संविधान के मुख्य वास्तुकार डा० भीमराव अम्बेडकर की जयंती पर नमन | http://t.co/a7ocHL72Uu
2014-04-13 13:23:48+00:00,shivpalsinghyad,जान सभा-लोक सभा जालौन http://t.co/QKVRPW9cgX
2014-04-13 12:43:45+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""जनसभा - लोक सभा मोहनलालगंज"" http://t.co/aRRITf7MZN"
2014-04-13 12:19:36+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""जनसभा - लोक सभा मोहनलालगंज"" http://t.co/5T4zB7kb60"
2014-04-13 08:29:24+00:00,shivpalsinghyad,सभी देशवासियों को बैसाखी की लख-लख बधाई | http://t.co/OxXsoUVvhl
2014-04-13 06:48:03+00:00,shivpalsinghyad,"सत्य, त्याग, अहिंसा और दया के आदर्श भगवान महावीर की जयन्ती पर नमन | http://t.co/q7a96oJ2oQ"
2014-04-13 05:58:16+00:00,shivpalsinghyad,"जनसभा - मैनपुरी 
-------------------

दिनांक 12-अप्रैल-2014 को समाजवादी पार्टी के प्रदेश प्रवक्ता शिवपाल सिंह... http://t.co/MZ4ehbpXLd"
2014-04-12 13:26:58+00:00,shivpalsinghyad,जनसभा - कन्नौज http://t.co/9d6kdxgB34
2014-04-12 04:50:40+00:00,shivpalsinghyad,जनसभा - इटावा http://t.co/bDQdb3Ewyz
2014-04-12 04:42:43+00:00,shivpalsinghyad,जनसभा - इटावा http://t.co/bJQxE441DW
2014-04-11 12:51:01+00:00,shivpalsinghyad,उत्तर प्रदेश के विकास के लिए समाजवादी पार्टी को वोट दें | http://t.co/AYzQatab7h
2014-04-11 07:56:39+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/NoXLeuDVci
2014-04-11 06:17:10+00:00,shivpalsinghyad,"कार्यकर्त्ता बैठक जसवन्तनगर-
10-अप्रैल-2014 जसवन्तनगर क्षेत्र में कार्यकर्ताओं से मिल कर चुनाव के बारे में मंथन... http://t.co/wdoDV9X8XO"
2014-04-11 04:54:13+00:00,shivpalsinghyad,जन सभा - मैनपुरी http://t.co/LjkfPGxBAJ
2014-04-10 12:42:00+00:00,shivpalsinghyad,जान सभा - मैनपुरी http://t.co/6AsrZQXr1Z
2014-04-10 09:25:28+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/pOfP54Ycdy
2014-04-10 06:54:26+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/7E5WSdxqm1
2014-04-10 05:50:33+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/eWALFsYTD7
2014-04-09 11:51:28+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/GqBZBsXL2V
2014-04-09 08:30:04+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/bG0Py4R8EU
2014-04-09 05:30:36+00:00,shivpalsinghyad,लोक निर्माण विभाग विशेष- http://t.co/wT97SYFe22
2014-04-08 13:16:46+00:00,shivpalsinghyad,"I posted 10 photos on Facebook in the album ""कार्यकर्त्ता सम्मेलन उन्नाव -"" http://t.co/RySSrGLMGm"
2014-04-08 13:04:26+00:00,shivpalsinghyad,दिनांक 08-अप्रैल-2014 को समाजवादी पार्टी के प्रदेश प्रवक्ता शिवपाल सिंह यादव के समक्ष सिख समाज के सैकड़ो लोगों ने... http://t.co/JPxc0qBrkb
2014-04-08 10:37:40+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/4jLmG1wn4P
2014-04-08 07:03:29+00:00,shivpalsinghyad,समाजवादी पार्टी के प्रवक्ता शिवपाल सिंह यादव लोकसभा अकबरपुर के प्रत्याशी लाल सिंह तोमर के समर्थन में आयोजित जनसभा... http://t.co/KGnfPIHb27
2014-04-08 04:43:44+00:00,shivpalsinghyad,मां दुर्गा की अंतिम और नौवीं शक्ति का नाम सिद्धिदात्री है | समाजवादी पार्टी की तरफ से आप सभी को नवरात्र की... http://t.co/Abk8yuducH
2014-04-07 12:41:21+00:00,shivpalsinghyad,"I posted 9 photos on Facebook in the album ""जनसभा (हमीरपुर)-"" http://t.co/hgP5lnlS8W"
2014-04-07 05:32:49+00:00,shivpalsinghyad,जनसभा - कानपुर देहात http://t.co/bsFIqvxdG6
2014-04-07 04:51:24+00:00,shivpalsinghyad,मां दुर्गा की आठवीं शक्ति का नाम महागौरी है | आज नवरात्र की अष्टमी है | समाजवादी पार्टी की तरफ से आप सभी को... http://t.co/pa5XqBBpFn
2014-04-06 11:27:11+00:00,shivpalsinghyad,जनसभा - हमीरपुर http://t.co/DES1ciYInu
2014-04-06 08:02:40+00:00,shivpalsinghyad,समाजवादी पार्टी को वोट दें | http://t.co/8X0Ms6Jpdx
2014-04-06 05:08:59+00:00,shivpalsinghyad,समाजवादी पार्टी के प्रदेश प्रवक्ता शिवपाल सिंह यादव औरंगाबाद - बिहार की प्रत्याशी रीता देवी के समर्थन में आयोजित... http://t.co/iAqlriuclf
2014-04-06 04:47:55+00:00,shivpalsinghyad,"मां दुर्गा की सातवीं शक्ती का नाम कालरात्रि है, इनका एक नाम शुभंकरी भी है | आज नवरात्र की सप्तमी है |
समाजवादी... http://t.co/Ck0FnHAm6C"
2014-04-05 11:36:23+00:00,shivpalsinghyad,"I posted 4 photos on Facebook in the album ""कार्यकर्ता सम्मलेन - सहारनपुर"" http://t.co/c65byE37Z2"
2014-04-05 10:18:09+00:00,shivpalsinghyad,समाजवादी पार्टी के प्रदेश प्रवक्ता शिवपाल सिंह यादव औरंगाबाद - बिहार की प्रत्याशी रीता देवी के समर्थन में आयोजित... http://t.co/OWlFQeVyT8
2014-04-05 07:00:51+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/aEi1UZqft6
2014-04-05 04:53:23+00:00,shivpalsinghyad,मां दुर्गा के छठवें स्वरूप का नाम कात्यायनी है | आज नवरात्र की षष्ठम तिथि है समाजवादी पार्टी की तरफ से आप सभी को... http://t.co/WIY0EB2j7l
2014-04-05 04:44:45+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/WAahMgYKdU
2014-04-04 12:30:54+00:00,shivpalsinghyad,जनसभा http://t.co/1eCgtojKD0
2014-04-04 11:48:27+00:00,shivpalsinghyad,http://t.co/orevtRIUBZ
2014-04-04 10:55:05+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/xQVsV2iMTs
2014-04-04 07:40:31+00:00,shivpalsinghyad,जनसभा http://t.co/kmem52ZRdk
2014-04-04 04:56:42+00:00,shivpalsinghyad,"सिंहासनगता नित्यं पद्माश्रितकरद्वया |
शुभदास्तु सदा देवी स्कन्दमाता यशस्विनी ||
आज नवरात्र की पंचम तिथि है... http://t.co/OQMs2xuHp6"
2014-04-03 12:23:24+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/DYBd8haz6E
2014-04-03 12:21:07+00:00,shivpalsinghyad,"I posted 6 photos on Facebook in the album ""चुनाव कार्यालय उदघाटन जसवंत नगर"" http://t.co/RhVmrvINw9"
2014-04-03 09:57:56+00:00,shivpalsinghyad,"भाइयों और बहनों,
                   वैसे तो देश के सामने अनेकानेक समस्याएं हैं | उनमें से कुछ प्रमुख समस्याओं पर... http://t.co/AYSnKnLTN9"
2014-04-03 07:00:12+00:00,shivpalsinghyad,3-अप्रैल-2014 को सुबह 8 बजे शिवपाल सिंह यादव ने किसानो से मिल कर कहा समाजवादी पार्टी किसानो की लड़ाई लड़ती रहती है... http://t.co/cpz80cjDw5
2014-04-03 05:48:19+00:00,shivpalsinghyad,"आज नवरात्र की चतुर्थ तिथि है, समाजवादी पार्टी की तरफ से आप सभी को नवरात्र की हार्दिक शुभकामनायें | — in Etawah http://t.co/QbwZfZNjky"
2014-04-03 05:19:20+00:00,shivpalsinghyad,लोक निर्माण विभाग विशेष- http://t.co/5pxqCKSzEE
2014-04-02 13:11:14+00:00,shivpalsinghyad,http://t.co/HEDyMQnV8m
2014-04-02 11:04:05+00:00,shivpalsinghyad,"I posted 6 photos on Facebook in the album ""कार्यकर्त्ता सम्मलेन (सैफई, इटावा)"" http://t.co/sjCtF0UDs7"
2014-04-02 07:31:24+00:00,shivpalsinghyad,http://t.co/sXJO5JVZ1X
2014-04-02 06:13:36+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/QM5IQpgJqf
2014-04-02 05:08:09+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/wQ1nY4iQ2x
2014-04-01 13:53:31+00:00,shivpalsinghyad,"I posted 8 photos on Facebook in the album ""कार्यकर्त्ता सम्मलेन (ताखा)"" http://t.co/ORdwGBAPnr"
2014-04-01 13:24:19+00:00,shivpalsinghyad,"I posted 8 photos on Facebook in the album ""विशाल जन सभा (घाटमपुर)"" http://t.co/g8HYfpMTrF"
2014-04-01 07:39:36+00:00,shivpalsinghyad,कार्यकर्ता सम्मेलन- http://t.co/Ikeq6kTj0M
2014-04-01 06:31:43+00:00,shivpalsinghyad,jai mata di
2014-04-01 05:53:06+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/rTLdk1vt9F
2014-04-01 04:50:20+00:00,shivpalsinghyad,सभी देश वासियों को चेटी चंड (झूलेलाल जयन्ती) की हार्दिक बधाई | http://t.co/l6gfVchfi6
2014-03-31 13:02:20+00:00,shivpalsinghyad,"समाजवादी पार्टी के प्रदेश प्रवक्ता शिवपाल सिंह यादव ने आज समाजवादी पार्टी में शकील अली, पूर्व अध्य़क्ष जिला... http://t.co/PjowRvJDke"
2014-03-31 04:57:31+00:00,shivpalsinghyad,सभी प्रदेश वासियों को नवरात्र की हार्दिक बधाई http://t.co/TVc5A6VzPD
2014-03-30 13:05:44+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/aGwE3cAk6E
2014-03-30 10:49:19+00:00,shivpalsinghyad,कार्यकर्ताओं का जन सैलाब http://t.co/xPtj7f14K7
2014-03-30 09:00:30+00:00,shivpalsinghyad,कार्यकर्ता सम्मलेन http://t.co/Fm0U2FMuqP
2014-03-30 07:56:33+00:00,shivpalsinghyad,"जरूर देखें सीधी बात शिवपाल जी के साथ
     दिनांक 30-मार्च-२०१४ 
     ज़ी संगम (ज़ी न्यूज़ - उत्तर प्रदेश) पर — at... http://t.co/AAAJxyEHEB"
2014-03-30 06:55:22+00:00,shivpalsinghyad,"I posted 4 photos on Facebook in the album ""कार्यकर्ता सम्मलेन - आजमगढ़"" http://t.co/lkknROvcue"
2014-03-30 05:45:53+00:00,shivpalsinghyad,"I posted 4 photos on Facebook in the album ""कार्यकर्ता सम्मलेन - वाराणसी"" http://t.co/WZRiyvjwge"
2014-03-29 13:49:22+00:00,shivpalsinghyad,प्रदेश के विकास के लिए समाजवादी पार्टी को वोट दें | http://t.co/E4Dn6HUXAH
2014-03-29 11:25:36+00:00,shivpalsinghyad,आइये मिलकर बनायें एक बेहतर भविष्य http://t.co/2jUDRn7aZ1
2014-03-29 07:30:27+00:00,shivpalsinghyad,आइये मिलकर बनाये उत्तर प्रदेश को उत्तम प्रदेश http://t.co/GGDeWj5Omj
2014-03-29 05:40:09+00:00,shivpalsinghyad,देश के विकास के लिए समाजवादी पार्टी को वोट दें | http://t.co/kBuC0coyZL
2014-03-28 12:44:18+00:00,shivpalsinghyad,"उत्तर प्रदेश-उत्तम प्रदेश

http://t.co/mublFvMJwF http://t.co/68UdsXgg7i"
2014-03-28 08:19:31+00:00,shivpalsinghyad,समाजवादी पार्टी को वोट दें | http://t.co/QU1SZLOfLh
2014-03-28 06:05:50+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/ajjN0NOjrn
2014-03-27 13:11:04+00:00,shivpalsinghyad,"आज समाजवादी पार्टी के प्रदेश प्रवक्ता शिवपाल सिंह यादव ने मेरठ से पूर्व सांसद हरीश पाल, हरदोई से राष्ट्रीय लोक दल... http://t.co/VUX0rXVsED"
2014-03-27 08:47:19+00:00,shivpalsinghyad,लोक निर्माण विभाग की उपलब्धिया http://t.co/1mdYDDZMXO
2014-03-26 13:17:58+00:00,shivpalsinghyad,"आज समाजवादी पार्टी में इलाहाबाद के पूर्व भाजपा विधायक श्री जोखूलाल यादव, अमरोहा के पूर्व बसपा विधायक हाजी हयात,... http://t.co/RAJ5Ce8ikw"
2014-03-26 10:20:16+00:00,shivpalsinghyad,"लोक निर्माण विभाग विशेष-
https://t.co/UCf7NSsQIY http://t.co/CQLDQPxEaC"
2014-03-26 04:36:54+00:00,shivpalsinghyad,"लोक निर्माण विभाग विशेष-

उत्तर प्रदेश-उत्तम प्रदेश-
================== http://t.co/3pVYdVykup"
2014-03-25 11:38:29+00:00,shivpalsinghyad,"I posted 9 photos on Facebook in the album ""नामांकन"" http://t.co/5RaZoDZMDS"
2014-03-25 09:08:09+00:00,shivpalsinghyad,http://t.co/ZwSckUH7Jy http://t.co/ApfoL6rPpI
2014-03-25 08:03:15+00:00,shivpalsinghyad,http://t.co/HCcJJIR5W3
2014-03-25 04:54:03+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/KGqYwSFAw5
2014-03-24 10:47:31+00:00,shivpalsinghyad,उत्तर प्रदेश के विकास के लिए साथ मिलकर चलें | http://t.co/9aTKbO3Edk
2014-03-24 07:52:45+00:00,shivpalsinghyad,उत्तर प्रदेश के विकास के लिए समाजवादी पार्टी को वोट दें | http://t.co/OGJvu9WQpV
2014-03-24 05:35:37+00:00,shivpalsinghyad,विमोचन http://t.co/cohIQN50WJ
2014-03-23 13:05:22+00:00,shivpalsinghyad,"I posted 5 photos on Facebook in the album ""हर वोट जरूरी है"" http://t.co/H0Em9qdpWf"
2014-03-23 10:42:38+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""जयन्ती पर नमन"" http://t.co/ybpwWUFctR"
2014-03-23 08:05:01+00:00,shivpalsinghyad,सपा सरकार में हुआ है विकास http://t.co/tt0FoqQBay
2014-03-23 06:33:17+00:00,shivpalsinghyad,"हम नमन करते हैं उन युवा क्रांतिकारियों को जिन्होंने देश की आज़ादी के लिए अपने प्राण न्यौछावर कर दिये |
हम सब सदैव... http://t.co/fCXQE4kNY0"
2014-03-23 04:54:41+00:00,shivpalsinghyad,समाजवाद के प्रेरणा स्रोत डा० राम मनोहर लोहिया के जन्म दिन पर नमन http://t.co/gfrZal2Rxt
2014-03-22 08:45:16+00:00,shivpalsinghyad,https://t.co/tpiYpR7kBO http://t.co/UCl3a2whB2
2014-03-22 06:04:01+00:00,shivpalsinghyad,"जल ही तो जीवन है, जल ही है जीवन की शान।  
                          जल ही तो सब कुछ है, जल ही है धरती की शान।। http://t.co/LoJt3un9Zb"
2014-03-22 05:01:43+00:00,shivpalsinghyad,https://t.co/UCf7NSsQIY http://t.co/qxV0CbKAdd
2014-03-21 13:35:13+00:00,shivpalsinghyad,"21-मार्च-2014 को आजमगढ़ से बासपा के पूर्व विधायक मालिक मसूद, नॉएडा से अजय प्रधान, और बुलंदशहर से भाजपा के केसरी... http://t.co/54BMfDnO8x"
2014-03-21 10:07:20+00:00,shivpalsinghyad,"अपील-
==== http://t.co/2rF8HAxnR0"
2014-03-21 06:22:31+00:00,shivpalsinghyad,"अश्रुपूर्ण श्रृद्धांजली-
जमाना बड़े शौक से सुन रहा था, तुम ही सो गए दांस्ता कहते-कहते। जब लेखनी की दास्ताँ वक़्त... http://t.co/F2FyLgKpxX"
2014-03-21 05:26:17+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/e1z9en90QA
2014-03-20 12:53:12+00:00,shivpalsinghyad,20-मार्च-2014 को आजमगढ़ से भाजपा के पूर्व विधायक कमलाकान्त पासवान और मथुरा से कोंग्रेस के पूर्व मंत्री सरदार सिंह... http://t.co/ptzEGGnLTU
2014-03-20 09:58:55+00:00,shivpalsinghyad,http://t.co/bLQlBm2m0Q
2014-03-20 04:46:07+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/RSOMeqwUVg
2014-03-19 11:22:16+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/w89UHs1Duw
2014-03-19 09:18:10+00:00,shivpalsinghyad,"विकास की नई ऊचाईंयां-
https://t.co/UCf7NSsQIY http://t.co/qvnx78EYUi"
2014-03-19 06:39:36+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/0S1FssNoik
2014-03-19 04:51:10+00:00,shivpalsinghyad,"नव निर्माण उत्तर प्रदेश-
https://t.co/UCf7NSsQIY http://t.co/hGC6xaHa32"
2014-03-18 12:49:43+00:00,shivpalsinghyad,"आइयें बनायें उत्तर प्रदेश को उत्तम प्रदेश 

http://t.co/ZwSckUH7Jy http://t.co/sqS2giTh8C"
2014-03-18 08:04:17+00:00,shivpalsinghyad,अपील!! http://t.co/bJJvx56Ym1
2014-03-18 05:25:46+00:00,shivpalsinghyad,Celebration holi in Etawa...... http://t.co/1TgjwoWFsQ
2014-03-18 05:24:27+00:00,shivpalsinghyad,Celebration Holi in Etawa...... http://t.co/HoC47RuqZu
2014-03-17 08:36:26+00:00,shivpalsinghyad,"घोषणा पत्र-
https://t.co/UCf7NSsQIY http://t.co/ByZHCwKiQZ"
2014-03-17 04:06:15+00:00,shivpalsinghyad,आप सभी देश वासियों को रंगो के त्योहार होली पर ढेर सारी शुभकामनाएं ! Happy Holi - http://t.co/E1OU3aurMA
2014-03-16 11:37:27+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/uUCS3HdM4S
2014-03-16 09:10:24+00:00,shivpalsinghyad,http://t.co/mh4AT7jFEM
2014-03-16 04:53:57+00:00,shivpalsinghyad,"उत्तर प्रदेश-उत्तम प्रदेश 

विकास की ओर बढ़ते कदम http://t.co/mw0qT62JK8"
2014-03-15 13:50:58+00:00,shivpalsinghyad,http://t.co/0CHC1OI6tP
2014-03-15 11:11:08+00:00,shivpalsinghyad,विधायक निधि से हो रहा है क्षेत्र का विकास- http://t.co/H2lw5BGcSk
2014-03-15 08:56:34+00:00,shivpalsinghyad,I posted a new photo to Facebook http://t.co/rs803r6ZxO
2014-03-15 06:24:18+00:00,shivpalsinghyad,http://t.co/78UJbwUV6d
2014-03-15 04:56:17+00:00,shivpalsinghyad,14-मार्च-2014 को मैनपुरी के भोगाव में मा० शिवपाल सिंह यादव ने कार्यकर्त्ता सम्मलेन में चुनाव तैयारी को लेकर मंथन... http://t.co/Qh5yTSgb0B
2014-03-14 14:11:05+00:00,shivpalsinghyad,14-मार्च-2014 को मैनपुरी में मा० शिवपाल सिंह यादव ने कार्यकर्त्ता सम्मलेन में कार्यकर्ताओं से फीडबैक लिया और... http://t.co/qlFEWT1CMy
2014-03-14 11:22:17+00:00,shivpalsinghyad,"उत्तर प्रदेश, विकास की ओर- http://t.co/FrawzIAWiH"
2014-03-14 09:26:47+00:00,shivpalsinghyad,http://t.co/BXhHTMFLMI
2014-03-14 05:28:56+00:00,shivpalsinghyad,13-मार्च-2014 को इटावा में विशाल कार्यकर्त्ता सम्मेलन में सेक्टर प्रभारी एवं बूथ प्रभारी से लोक सभा चुनाव की... http://t.co/8WuzZbcTVV
2014-03-13 14:02:38+00:00,shivpalsinghyad,"अपील-
------- http://t.co/mvkwe6ahWn"
2014-03-13 12:52:56+00:00,shivpalsinghyad,13-मार्च-2014को औरैया में लोक सभा चुनाव की रणनीति को लेकर पार्टी के नेताओं और कार्यकर्त्ता के साथ चर्चा करते... http://t.co/OC22lC0lP2
2014-03-13 10:01:46+00:00,shivpalsinghyad,विधायक निधि से हो रहा है क्षेत्र का विकास- http://t.co/dRNAIiodIY
2014-03-13 06:14:45+00:00,shivpalsinghyad,http://t.co/5WhmCjYIhG
2014-03-13 05:46:35+00:00,shivpalsinghyad,13-मार्च-2014 को दोपहर 12 बजे इटावा में मा० शिवपाल सिंह यादव समाजवादी पार्टी के कार्यकर्ताओं की समीक्षा बैठक करेंगे -
2014-03-13 04:39:10+00:00,shivpalsinghyad,विधायक निधि से हो रहा है क्षेत्र का विकास http://t.co/w7irw0UZDg
2014-03-12 12:14:30+00:00,shivpalsinghyad,विकास का संकल्प- शिवपाल सिंह यादव http://t.co/DIbwAxFpUM
2014-03-12 08:56:38+00:00,shivpalsinghyad,http://t.co/FGsvy0tGEi
2014-03-12 07:12:14+00:00,shivpalsinghyad,प्रदेश के विकास के लिए समाजवादी पार्टी को वोट दें। http://t.co/Z3vkzTfor2
2014-03-12 04:37:10+00:00,shivpalsinghyad,विधायक निधि से हो रहा है क्षेत्र का विकास http://t.co/L9tAVTPeP5
2014-03-11 13:18:06+00:00,shivpalsinghyad,http://t.co/Jn3QVD0xXH
2014-03-11 09:03:10+00:00,shivpalsinghyad,उत्तर प्रदेश-उत्तम प्रदेश http://t.co/ROPglwMzyr
2014-03-11 05:59:00+00:00,shivpalsinghyad,http://t.co/YbQRhi8Plw
2014-03-11 04:45:50+00:00,shivpalsinghyad,लोक निर्माण विभाग विशेष- http://t.co/VO06aPVHEK
2014-03-10 13:27:58+00:00,shivpalsinghyad,http://t.co/3dnw1QmPFU
2014-03-10 10:04:10+00:00,shivpalsinghyad,http://t.co/RPtScGZP0b
2014-03-10 05:27:31+00:00,shivpalsinghyad,विधायक निधि से हो रहा है क्षेत्र का विकास http://t.co/OPyLnJ0oZ0
2014-03-09 08:15:50+00:00,shivpalsinghyad,लोक निर्माण विभाग विशेष http://t.co/6mptwqjG5e
2014-03-09 05:30:18+00:00,shivpalsinghyad,विधायक निधि से होगा विकास http://t.co/4QVRii7HVa
2014-03-08 11:36:39+00:00,shivpalsinghyad,लोक निर्माण आगरा विशेष- http://t.co/QeTcAEdSze
2014-03-08 06:17:54+00:00,shivpalsinghyad,अंतर्राष्ट्रीय महिला दिवस http://t.co/EnNhYp49Ss
2014-03-08 05:25:19+00:00,shivpalsinghyad,विधायक निधि से कराया  क्षेत्र का विकास- http://t.co/QPWmy95hTj
2014-03-07 12:01:29+00:00,shivpalsinghyad,उत्तर प्रदेश-उत्तम प्रदेश- http://t.co/N1yKrC0JMN
2014-03-07 06:45:15+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""जन सभा"" http://t.co/jlxDusi1Il"
2014-03-06 12:54:46+00:00,shivpalsinghyad,लोक निर्माण लखनऊ विशेष- http://t.co/zQeozb7hN7
2014-03-06 08:52:28+00:00,shivpalsinghyad,उत्तर प्रदेश के विकास के लिए समाजवादी पार्टी को वोट दें | http://t.co/0bN8yGTmRy
2014-03-06 04:47:42+00:00,shivpalsinghyad,लोक निर्माण आगरा विशेष- http://t.co/5suJ5ByAWM
2014-03-06 04:45:05+00:00,shivpalsinghyad,"I posted 4 photos on Facebook in the album """" http://t.co/scBsfI081j"
2014-03-05 11:08:57+00:00,shivpalsinghyad,लोक निर्माण लखनऊ विशेष- http://t.co/rmCNyLsulR
2014-03-05 08:03:22+00:00,shivpalsinghyad,लखनऊ प्राणी उद्यान जनता की सुविधा के लिए शुरू की ऑनलाइन टिकट बुकिंग की व्यवस्था- http://t.co/ktNAiwgqAZ
2014-03-05 06:00:23+00:00,shivpalsinghyad,http://t.co/o6fFhc1osW
2014-03-05 05:29:53+00:00,shivpalsinghyad,लोक निर्माण विशेष http://t.co/FSETWzs2L8
2014-03-04 12:42:17+00:00,shivpalsinghyad,"I posted 7 photos on Facebook in the album ""विकास के कदम"" http://t.co/nskoFI0X2v"
2014-03-04 10:50:40+00:00,shivpalsinghyad,विकास की और बढ़ते कदम- http://t.co/l3F8K5nRKn
2014-03-04 10:36:40+00:00,shivpalsinghyad,विकास की और बढ़ते कदम- http://t.co/h3SVyxHpGY
2014-03-04 06:29:39+00:00,shivpalsinghyad,उत्तर प्रदेश सरकार ने प्रदेश में विकास को बढ़ावा देने के लिए नयी परियोजनायें शुरू की http://t.co/1NHGSD9wCH
2014-03-04 04:56:20+00:00,shivpalsinghyad,"I posted 9 photos on Facebook in the album ""लखनऊ मेट्रो का शिलान्यास"" http://t.co/IK7tVTlNjk"
2014-03-03 12:43:54+00:00,shivpalsinghyad,विकास की ओर बढ़ते कदम- http://t.co/seeD8HN4ly
2014-03-03 09:49:57+00:00,shivpalsinghyad,"I posted 12 photos on Facebook in the album ""उत्तर प्रदेश बन रहा है उन्नतिशील प्रदेश"" http://t.co/3sR0wR0tVw"
2014-03-03 05:16:25+00:00,shivpalsinghyad,बलिया को मिली विकास की सौगात http://t.co/Pijxzl91W8
2014-03-03 04:22:55+00:00,shivpalsinghyad,उत्तर प्रदेश-उत्तम प्रदेश http://t.co/RJcm8nkDmv
